user_id,variant,country,device,viewed,clicked,add_to_cart,converted,revenue,pre_metric
103,B,US,android,0,0,0,0,0.0,0.19
104,B,US,ios,1,0,0,0,0.0,4.65
105,A,IN,ios,0,0,0,0,0.0,1.3
106,A,US,web,1,1,1,0,0.0,5.55
107,A,BR,web,0,0,0,0,0.0,2.0
108,A,IN,ios,1,0,0,0,0.0,5.01
109,B,BR,web,1,0,0,0,0.0,6.01
110,A,BR,web,0,0,0,0,0.0,0.36
111,B,GB,android,1,1,0,0,0.0,0.5
112,A,BR,ios,1,1,0,0,0.0,0.53
113,A,US,web,0,0,0,0,0.0,4.17
114,B,IN,web,1,0,0,0,0.0,0.25
115,A,US,android,1,0,0,0,0.0,2.92
116,A,GB,web,1,0,0,0,0.0,1.8
117,A,GB,web,1,1,1,0,0.0,1.81
118,B,BR,ios,1,0,0,0,0.0,1.11
119,A,IN,ios,1,0,0,0,0.0,2.36
120,A,BR,web,1,1,0,0,0.0,1.09
121,A,US,ios,1,1,0,0,0.0,2.86
122,A,US,web,1,0,0,0,0.0,8.66
123,B,GB,web,1,0,0,0,0.0,7.04
124,A,BR,ios,1,0,0,0,0.0,1.89
125,A,US,android,0,0,0,0,0.0,0.14
126,A,IN,ios,1,0,0,0,0.0,2.84
127,A,US,ios,1,1,1,1,8.63,4.31
128,B,US,android,1,0,0,0,0.0,3.33
129,B,US,web,1,0,0,0,0.0,0.41
130,B,GB,web,0,0,0,0,0.0,0.99
131,A,BR,ios,0,0,0,0,0.0,0.2
132,B,IN,ios,0,0,0,0,0.0,6.11
133,A,US,web,0,0,0,0,0.0,2.66
134,A,BR,ios,1,1,0,0,0.0,0.84
135,B,US,web,1,1,1,0,0.0,1.7
136,B,US,web,1,0,0,0,0.0,7.85
137,B,GB,web,0,0,0,0,0.0,2.58
138,B,IN,ios,1,1,1,0,0.0,3.73
139,A,IN,android,0,0,0,0,0.0,3.2
140,A,US,web,0,0,0,0,0.0,1.54
141,B,US,web,1,0,0,0,0.0,2.01
142,B,US,android,1,0,0,0,0.0,1.75
143,A,IN,web,0,0,0,0,0.0,0.04
144,B,US,web,0,0,0,0,0.0,3.33
145,A,GB,android,1,0,0,0,0.0,1.55
146,B,BR,web,0,0,0,0,0.0,0.95
147,A,GB,web,0,0,0,0,0.0,0.56
148,A,US,web,1,0,0,0,0.0,1.03
149,A,IN,web,1,0,0,0,0.0,3.1
150,B,US,ios,1,0,0,0,0.0,10.25
151,B,US,web,0,0,0,0,0.0,0.76
152,B,US,ios,0,0,0,0,0.0,1.34
153,A,IN,web,1,0,0,0,0.0,0.52
154,A,US,web,0,0,0,0,0.0,4.66
155,B,US,web,1,1,0,0,0.0,0.83
156,B,BR,web,0,0,0,0,0.0,8.69
157,A,US,web,1,0,0,0,0.0,5.71
158,A,US,android,1,1,0,0,0.0,3.36
159,A,IN,web,1,0,0,0,0.0,7.28
160,A,US,web,1,0,0,0,0.0,3.9
161,A,US,web,1,1,0,0,0.0,2.11
162,A,IN,ios,1,0,0,0,0.0,2.06
163,B,US,web,0,0,0,0,0.0,1.61
164,A,IN,web,1,0,0,0,0.0,0.77
165,B,BR,web,1,1,0,0,0.0,3.09
166,B,US,web,1,0,0,0,0.0,1.74
167,A,IN,web,0,0,0,0,0.0,2.53
168,B,US,web,0,0,0,0,0.0,4.13
169,A,US,ios,0,0,0,0,0.0,0.99
170,B,GB,web,1,1,0,0,0.0,0.87
171,A,BR,web,1,1,0,0,0.0,1.42
172,B,IN,web,1,0,0,0,0.0,7.53
173,B,IN,web,1,0,0,0,0.0,6.6
174,B,IN,web,1,0,0,0,0.0,1.76
175,A,US,web,1,0,0,0,0.0,5.11
176,A,US,web,0,0,0,0,0.0,6.72
177,A,IN,web,0,0,0,0,0.0,4.97
178,B,BR,web,1,0,0,0,0.0,0.19
179,A,US,ios,1,0,0,0,0.0,1.0
180,B,GB,web,1,0,0,0,0.0,3.28
181,A,IN,ios,1,0,0,0,0.0,0.88
182,A,US,web,0,0,0,0,0.0,1.11
183,B,IN,android,1,0,0,0,0.0,1.62
184,A,US,ios,0,0,0,0,0.0,0.13
185,B,US,web,0,0,0,0,0.0,0.35
186,A,US,web,1,0,0,0,0.0,2.45
187,B,IN,web,1,0,0,0,0.0,1.41
188,A,US,web,0,0,0,0,0.0,9.35
189,B,US,web,1,0,0,0,0.0,0.7
190,B,BR,ios,1,1,0,0,0.0,2.63
191,B,IN,ios,0,0,0,0,0.0,8.82
192,B,BR,web,0,0,0,0,0.0,4.04
193,B,BR,web,0,0,0,0,0.0,7.67
194,B,US,web,0,0,0,0,0.0,1.42
195,B,US,web,1,0,0,0,0.0,4.3
196,A,BR,web,0,0,0,0,0.0,7.22
197,A,US,web,1,0,0,0,0.0,0.92
198,B,BR,web,1,0,0,0,0.0,0.57
199,B,BR,web,1,0,0,0,0.0,1.68
200,A,GB,ios,1,0,0,0,0.0,0.81
201,A,US,web,1,0,0,0,0.0,3.47
202,B,IN,android,1,0,0,0,0.0,0.17
203,A,US,ios,1,0,0,0,0.0,6.58
204,A,US,web,1,0,0,0,0.0,0.19
205,B,US,ios,1,1,0,0,0.0,0.46
206,B,US,web,0,0,0,0,0.0,4.26
207,B,IN,web,1,0,0,0,0.0,7.68
208,A,US,web,1,1,0,0,0.0,4.95
209,B,BR,web,1,1,0,0,0.0,1.84
210,B,US,web,1,0,0,0,0.0,4.04
211,A,US,web,0,0,0,0,0.0,1.58
212,A,US,ios,0,0,0,0,0.0,2.51
213,A,US,android,0,0,0,0,0.0,3.61
214,B,GB,web,1,0,0,0,0.0,0.61
215,A,IN,web,1,1,0,0,0.0,1.7
216,B,IN,web,1,1,0,0,0.0,5.32
217,B,US,android,0,0,0,0,0.0,1.76
218,A,IN,web,1,0,0,0,0.0,0.23
219,A,US,android,1,0,0,0,0.0,2.38
220,B,IN,web,1,0,0,0,0.0,2.13
221,A,BR,web,1,1,0,0,0.0,0.11
222,B,GB,web,1,0,0,0,0.0,2.61
223,A,US,web,1,0,0,0,0.0,3.92
224,B,BR,web,1,0,0,0,0.0,4.46
225,A,US,web,1,0,0,0,0.0,2.63
226,B,IN,web,0,0,0,0,0.0,1.26
227,B,GB,android,1,0,0,0,0.0,0.57
228,A,US,ios,1,1,0,0,0.0,3.56
229,B,BR,web,1,0,0,0,0.0,4.14
230,A,BR,web,1,0,0,0,0.0,3.03
231,A,US,web,1,0,0,0,0.0,1.95
232,A,US,android,1,0,0,0,0.0,6.8
233,A,US,web,0,0,0,0,0.0,2.4
234,B,US,web,1,0,0,0,0.0,1.13
235,A,BR,ios,1,1,0,0,0.0,6.3
236,A,US,web,1,0,0,0,0.0,0.31
237,B,US,ios,1,1,0,0,0.0,5.65
238,A,IN,android,1,1,0,0,0.0,2.21
239,A,BR,web,0,0,0,0,0.0,4.11
240,A,BR,web,1,0,0,0,0.0,1.14
241,A,BR,android,0,0,0,0,0.0,0.64
242,B,US,web,1,0,0,0,0.0,7.29
243,A,US,android,1,0,0,0,0.0,0.94
244,B,US,ios,1,0,0,0,0.0,1.99
245,B,IN,ios,1,0,0,0,0.0,2.7
246,A,US,android,1,0,0,0,0.0,11.85
247,B,IN,ios,1,0,0,0,0.0,8.19
248,A,US,web,0,0,0,0,0.0,4.14
249,A,GB,ios,0,0,0,0,0.0,2.69
250,A,US,ios,0,0,0,0,0.0,3.99
251,B,BR,web,1,1,0,0,0.0,5.57
252,A,US,android,1,0,0,0,0.0,1.51
253,A,IN,web,1,0,0,0,0.0,2.29
254,A,GB,web,1,0,0,0,0.0,4.07
255,A,IN,web,0,0,0,0,0.0,0.1
256,A,US,web,1,0,0,0,0.0,2.15
257,A,BR,web,1,1,0,0,0.0,3.85
258,B,GB,web,0,0,0,0,0.0,3.15
259,A,GB,web,1,0,0,0,0.0,2.25
260,A,IN,web,1,0,0,0,0.0,1.3
261,B,US,ios,1,1,0,0,0.0,3.08
262,B,IN,android,1,0,0,0,0.0,5.05
263,A,US,web,1,0,0,0,0.0,1.61
264,A,GB,ios,1,0,0,0,0.0,1.67
265,A,US,android,0,0,0,0,0.0,2.97
266,B,IN,web,1,0,0,0,0.0,3.94
267,B,IN,web,1,0,0,0,0.0,2.71
268,B,US,ios,1,0,0,0,0.0,0.63
269,B,IN,ios,1,1,0,0,0.0,0.16
270,A,BR,ios,1,0,0,0,0.0,0.31
271,B,US,web,0,0,0,0,0.0,2.86
272,A,IN,android,0,0,0,0,0.0,1.53
273,B,IN,ios,1,0,0,0,0.0,3.12
274,B,GB,web,1,0,0,0,0.0,4.23
275,A,US,web,1,0,0,0,0.0,2.76
276,B,GB,web,1,0,0,0,0.0,8.59
277,B,GB,web,1,0,0,0,0.0,3.27
278,B,US,web,0,0,0,0,0.0,1.45
279,B,GB,web,1,0,0,0,0.0,1.94
280,A,US,web,1,0,0,0,0.0,4.17
281,A,US,web,1,1,1,0,0.0,2.03
282,B,US,ios,1,0,0,0,0.0,2.15
283,A,US,web,1,1,0,0,0.0,2.02
284,B,GB,web,1,0,0,0,0.0,3.6
285,A,US,android,1,0,0,0,0.0,3.79
286,A,IN,web,0,0,0,0,0.0,1.11
287,B,GB,web,1,0,0,0,0.0,3.06
288,B,IN,web,1,0,0,0,0.0,2.76
289,B,BR,android,0,0,0,0,0.0,0.99
290,B,GB,web,1,0,0,0,0.0,2.77
291,B,IN,web,0,0,0,0,0.0,2.69
292,B,BR,ios,1,0,0,0,0.0,4.05
293,B,IN,web,0,0,0,0,0.0,6.26
294,B,US,web,0,0,0,0,0.0,3.43
295,A,US,web,0,0,0,0,0.0,1.35
296,A,GB,android,1,0,0,0,0.0,0.57
297,B,BR,web,1,0,0,0,0.0,1.96
298,A,US,android,1,0,0,0,0.0,0.62
299,A,US,ios,0,0,0,0,0.0,1.26
300,A,US,web,0,0,0,0,0.0,1.19
301,A,GB,web,1,1,1,0,0.0,0.98
302,A,BR,ios,1,0,0,0,0.0,2.24
303,A,BR,web,1,0,0,0,0.0,1.04
304,A,US,web,0,0,0,0,0.0,0.53
305,A,BR,web,1,0,0,0,0.0,3.3
306,B,US,web,1,0,0,0,0.0,0.98
307,A,US,web,0,0,0,0,0.0,9.19
308,B,IN,web,1,1,0,0,0.0,6.19
309,B,US,web,0,0,0,0,0.0,1.34
310,B,IN,web,1,0,0,0,0.0,9.96
311,B,US,ios,1,0,0,0,0.0,1.45
312,A,US,ios,1,0,0,0,0.0,1.75
313,A,IN,web,1,1,0,0,0.0,0.48
314,B,IN,web,1,0,0,0,0.0,0.43
315,B,GB,web,1,0,0,0,0.0,1.95
316,A,GB,web,1,0,0,0,0.0,0.71
317,A,US,web,1,1,0,0,0.0,4.92
318,B,IN,web,1,0,0,0,0.0,2.26
319,B,US,web,1,0,0,0,0.0,0.37
320,A,US,web,1,0,0,0,0.0,7.24
321,A,US,web,1,0,0,0,0.0,1.01
322,A,IN,ios,1,0,0,0,0.0,2.08
323,B,BR,android,1,0,0,0,0.0,2.33
324,B,GB,web,0,0,0,0,0.0,3.46
325,A,GB,web,1,0,0,0,0.0,1.57
326,B,GB,ios,0,0,0,0,0.0,3.1
327,B,BR,web,1,0,0,0,0.0,0.64
328,B,BR,web,0,0,0,0,0.0,1.07
329,B,US,web,1,0,0,0,0.0,2.98
330,B,US,web,1,1,0,0,0.0,0.21
331,B,US,ios,1,1,0,0,0.0,1.17
332,A,GB,ios,0,0,0,0,0.0,0.8
333,A,IN,web,1,0,0,0,0.0,0.31
334,A,BR,ios,1,1,0,0,0.0,9.02
335,B,IN,web,1,0,0,0,0.0,1.57
336,A,US,android,1,0,0,0,0.0,2.17
337,A,US,web,1,1,0,0,0.0,0.22
338,B,US,ios,1,0,0,0,0.0,2.78
339,A,US,ios,1,0,0,0,0.0,3.64
340,A,IN,ios,1,0,0,0,0.0,1.15
341,B,US,web,1,0,0,0,0.0,1.13
342,B,US,web,1,0,0,0,0.0,1.59
343,A,US,android,1,0,0,0,0.0,1.26
344,A,US,ios,1,1,0,0,0.0,1.36
345,A,GB,web,1,1,0,0,0.0,0.59
346,B,IN,android,1,0,0,0,0.0,0.2
347,B,BR,web,0,0,0,0,0.0,5.58
348,B,US,web,0,0,0,0,0.0,1.94
349,B,US,web,1,0,0,0,0.0,7.76
350,A,US,android,1,0,0,0,0.0,1.23
351,B,US,web,1,0,0,0,0.0,1.03
352,B,US,web,0,0,0,0,0.0,1.31
353,B,US,ios,1,0,0,0,0.0,4.84
354,B,US,android,1,1,0,0,0.0,0.57
355,B,US,ios,1,0,0,0,0.0,2.1
356,A,US,android,1,0,0,0,0.0,0.52
357,A,US,web,0,0,0,0,0.0,0.98
358,A,GB,web,1,0,0,0,0.0,1.86
359,B,IN,ios,1,0,0,0,0.0,1.68
360,B,IN,ios,1,1,0,0,0.0,3.8
361,A,IN,android,1,1,1,0,0.0,0.29
362,A,IN,ios,1,0,0,0,0.0,7.84
363,B,BR,web,1,0,0,0,0.0,9.38
364,A,US,ios,1,0,0,0,0.0,0.98
365,A,IN,web,1,0,0,0,0.0,3.81
366,A,US,web,1,0,0,0,0.0,1.2
367,A,US,web,1,0,0,0,0.0,10.01
368,B,US,web,0,0,0,0,0.0,1.96
369,B,BR,web,1,0,0,0,0.0,3.84
370,A,IN,ios,1,0,0,0,0.0,0.89
371,B,GB,web,0,0,0,0,0.0,3.78
372,B,GB,ios,1,1,0,0,0.0,0.89
373,B,US,web,0,0,0,0,0.0,1.35
374,B,IN,web,1,0,0,0,0.0,2.82
375,B,US,web,1,1,0,0,0.0,2.51
376,A,IN,web,1,0,0,0,0.0,0.73
377,B,US,web,1,0,0,0,0.0,2.81
378,A,US,web,1,0,0,0,0.0,0.71
379,A,US,android,1,0,0,0,0.0,0.95
380,B,IN,web,0,0,0,0,0.0,2.38
381,B,US,ios,1,0,0,0,0.0,2.16
382,A,US,web,1,0,0,0,0.0,0.83
383,A,US,web,0,0,0,0,0.0,0.91
384,A,BR,web,0,0,0,0,0.0,4.45
385,B,GB,android,1,0,0,0,0.0,9.28
386,B,IN,web,1,1,0,0,0.0,0.39
387,B,GB,android,1,1,0,0,0.0,0.81
388,A,US,android,0,0,0,0,0.0,4.65
389,B,US,web,1,0,0,0,0.0,3.73
390,B,US,web,0,0,0,0,0.0,0.94
391,B,IN,web,0,0,0,0,0.0,0.48
392,A,US,web,1,1,0,0,0.0,1.53
393,A,BR,web,1,0,0,0,0.0,2.5
394,A,US,web,1,0,0,0,0.0,3.52
395,B,BR,android,1,0,0,0,0.0,1.13
396,B,GB,web,1,0,0,0,0.0,2.04
397,A,IN,android,1,0,0,0,0.0,1.04
398,B,US,web,0,0,0,0,0.0,5.28
399,B,US,web,1,1,0,0,0.0,6.42
400,B,US,android,1,1,0,0,0.0,2.74
401,A,GB,ios,1,0,0,0,0.0,7.5
402,B,IN,ios,1,0,0,0,0.0,3.16
403,A,BR,web,1,1,0,0,0.0,0.55
404,B,BR,web,1,1,0,0,0.0,0.81
405,B,US,web,1,0,0,0,0.0,4.26
406,A,BR,web,0,0,0,0,0.0,0.19
407,A,IN,web,0,0,0,0,0.0,3.06
408,A,US,web,0,0,0,0,0.0,1.17
409,A,US,ios,1,0,0,0,0.0,3.45
410,A,US,web,1,0,0,0,0.0,0.78
411,B,US,web,1,0,0,0,0.0,2.68
412,B,US,web,1,0,0,0,0.0,2.24
413,A,BR,web,1,0,0,0,0.0,0.22
414,B,US,web,1,0,0,0,0.0,0.9
415,B,GB,web,0,0,0,0,0.0,3.68
416,A,US,web,1,1,0,0,0.0,1.07
417,A,US,ios,1,0,0,0,0.0,4.12
418,A,US,web,0,0,0,0,0.0,1.1
419,B,GB,ios,1,0,0,0,0.0,3.63
420,A,US,ios,1,0,0,0,0.0,7.05
421,A,US,ios,1,0,0,0,0.0,1.58
422,A,GB,web,1,0,0,0,0.0,0.87
423,A,IN,ios,1,0,0,0,0.0,1.96
424,B,US,web,1,0,0,0,0.0,0.72
425,B,US,ios,1,0,0,0,0.0,2.98
426,A,US,web,1,0,0,0,0.0,0.27
427,B,GB,ios,1,1,0,0,0.0,3.11
428,A,US,web,1,1,0,0,0.0,4.35
429,A,GB,web,0,0,0,0,0.0,0.67
430,B,IN,ios,1,0,0,0,0.0,0.82
431,A,GB,android,1,0,0,0,0.0,6.23
432,B,GB,web,1,0,0,0,0.0,2.37
433,A,IN,ios,1,0,0,0,0.0,2.49
434,B,US,web,0,0,0,0,0.0,1.43
435,A,US,android,0,0,0,0,0.0,2.78
436,A,IN,web,0,0,0,0,0.0,3.3
437,B,BR,web,0,0,0,0,0.0,2.33
438,A,US,web,1,0,0,0,0.0,2.51
439,A,GB,web,1,0,0,0,0.0,3.94
440,B,US,ios,0,0,0,0,0.0,2.52
441,B,IN,ios,1,0,0,0,0.0,1.62
442,A,GB,web,1,0,0,0,0.0,0.18
443,B,US,web,1,0,0,0,0.0,4.55
444,B,GB,web,1,0,0,0,0.0,1.34
445,A,BR,web,1,0,0,0,0.0,0.53
446,B,BR,android,1,0,0,0,0.0,2.14
447,A,BR,ios,1,0,0,0,0.0,1.04
448,A,US,web,1,0,0,0,0.0,7.15
449,A,US,web,0,0,0,0,0.0,1.43
450,B,US,ios,1,0,0,0,0.0,1.16
451,B,BR,android,1,0,0,0,0.0,7.07
452,B,IN,ios,1,0,0,0,0.0,4.37
453,B,IN,ios,0,0,0,0,0.0,5.22
454,A,US,web,1,1,1,0,0.0,4.99
455,A,US,web,0,0,0,0,0.0,0.51
456,A,IN,ios,1,0,0,0,0.0,1.86
457,A,BR,web,1,1,0,0,0.0,1.81
458,A,IN,web,1,1,0,0,0.0,4.22
459,B,US,web,1,0,0,0,0.0,2.65
460,A,US,web,1,1,0,0,0.0,0.77
461,B,US,web,1,1,0,0,0.0,4.71
462,B,IN,web,0,0,0,0,0.0,7.9
463,A,US,web,0,0,0,0,0.0,0.68
464,B,IN,web,0,0,0,0,0.0,1.77
465,A,US,web,1,0,0,0,0.0,3.08
466,B,IN,web,1,0,0,0,0.0,2.79
467,B,IN,web,0,0,0,0,0.0,1.99
468,A,US,web,1,0,0,0,0.0,3.66
469,B,GB,web,1,0,0,0,0.0,0.49
470,B,GB,web,0,0,0,0,0.0,6.7
471,A,US,ios,0,0,0,0,0.0,2.82
472,B,IN,ios,0,0,0,0,0.0,3.25
473,A,BR,web,1,1,0,0,0.0,4.18
474,A,IN,web,0,0,0,0,0.0,6.99
475,A,GB,android,1,0,0,0,0.0,4.0
476,B,US,web,1,0,0,0,0.0,1.56
477,B,US,ios,1,0,0,0,0.0,3.12
478,B,US,web,0,0,0,0,0.0,0.73
479,A,GB,ios,1,0,0,0,0.0,4.73
480,B,US,ios,1,1,1,0,0.0,0.53
481,A,GB,android,0,0,0,0,0.0,3.04
482,A,US,android,0,0,0,0,0.0,6.51
483,A,IN,ios,1,0,0,0,0.0,1.54
484,B,US,ios,1,0,0,0,0.0,3.38
485,A,GB,android,0,0,0,0,0.0,2.81
486,B,IN,web,1,0,0,0,0.0,2.81
487,B,GB,web,0,0,0,0,0.0,8.48
488,B,IN,ios,1,0,0,0,0.0,8.18
489,B,US,web,1,0,0,0,0.0,4.25
490,B,GB,web,1,0,0,0,0.0,1.11
491,A,GB,android,1,0,0,0,0.0,4.26
492,B,GB,web,1,1,0,0,0.0,3.97
493,A,IN,ios,1,0,0,0,0.0,0.75
494,B,US,android,1,0,0,0,0.0,0.49
495,A,US,ios,1,0,0,0,0.0,1.47
496,B,GB,android,1,0,0,0,0.0,1.7
497,B,US,web,0,0,0,0,0.0,3.08
498,A,BR,ios,1,0,0,0,0.0,0.64
499,B,US,ios,1,1,1,0,0.0,3.34
500,A,IN,web,1,1,0,0,0.0,8.28
501,A,US,android,0,0,0,0,0.0,4.95
502,B,IN,web,1,0,0,0,0.0,9.35
503,B,BR,ios,0,0,0,0,0.0,1.6
504,A,US,web,1,0,0,0,0.0,4.31
505,B,US,web,1,1,0,0,0.0,2.61
506,A,US,web,1,0,0,0,0.0,1.06
507,A,US,web,0,0,0,0,0.0,4.75
508,B,US,ios,0,0,0,0,0.0,1.11
509,B,BR,ios,1,1,1,0,0.0,3.37
510,B,US,ios,0,0,0,0,0.0,0.35
511,A,GB,ios,1,0,0,0,0.0,4.96
512,A,GB,web,1,0,0,0,0.0,2.77
513,A,IN,ios,1,0,0,0,0.0,3.91
514,A,US,ios,1,1,1,1,10.67,1.26
515,B,IN,android,0,0,0,0,0.0,3.11
516,B,BR,web,1,0,0,0,0.0,1.13
517,A,IN,ios,0,0,0,0,0.0,5.41
518,A,BR,web,0,0,0,0,0.0,1.85
519,B,BR,android,0,0,0,0,0.0,0.66
520,A,GB,ios,1,0,0,0,0.0,3.26
521,B,IN,web,1,0,0,0,0.0,2.08
522,B,BR,web,1,0,0,0,0.0,1.86
523,B,IN,android,1,1,0,0,0.0,2.09
524,A,BR,web,0,0,0,0,0.0,2.97
525,A,US,web,1,0,0,0,0.0,4.67
526,B,GB,web,1,0,0,0,0.0,1.22
527,A,US,android,0,0,0,0,0.0,1.73
528,A,US,ios,1,0,0,0,0.0,1.17
529,B,IN,web,1,0,0,0,0.0,2.0
530,A,IN,web,1,0,0,0,0.0,2.39
531,B,IN,android,1,0,0,0,0.0,0.76
532,B,US,web,0,0,0,0,0.0,2.72
533,B,US,web,0,0,0,0,0.0,4.06
534,A,US,web,1,1,0,0,0.0,1.7
535,B,IN,android,1,0,0,0,0.0,0.57
536,A,US,web,1,0,0,0,0.0,1.3
537,B,BR,ios,1,0,0,0,0.0,6.23
538,A,IN,web,1,0,0,0,0.0,2.58
539,A,US,web,0,0,0,0,0.0,5.49
540,A,IN,android,1,0,0,0,0.0,3.18
541,A,US,ios,1,0,0,0,0.0,0.95
542,B,IN,ios,1,0,0,0,0.0,3.18
543,A,US,web,1,0,0,0,0.0,7.03
544,A,IN,ios,0,0,0,0,0.0,6.52
545,B,US,web,1,0,0,0,0.0,3.13
546,A,IN,ios,1,1,0,0,0.0,1.42
547,A,GB,android,1,0,0,0,0.0,3.97
548,A,US,web,1,0,0,0,0.0,3.52
549,B,US,ios,1,0,0,0,0.0,0.26
550,B,US,web,1,0,0,0,0.0,3.13
551,B,GB,ios,0,0,0,0,0.0,0.92
552,A,BR,web,1,0,0,0,0.0,0.78
553,A,IN,web,1,0,0,0,0.0,1.3
554,B,US,web,0,0,0,0,0.0,2.16
555,B,IN,web,1,0,0,0,0.0,1.26
556,B,US,ios,0,0,0,0,0.0,4.15
557,A,US,ios,1,0,0,0,0.0,2.69
558,A,GB,web,0,0,0,0,0.0,3.8
559,A,BR,ios,1,0,0,0,0.0,4.47
560,A,IN,web,1,1,0,0,0.0,1.77
